,product_id,product_name,product_category,review_id,stars,review_text,review_length,language,sentiment,text_length,word_count
3495,baby_0796,Baby Product,baby,baby_0796_rev_5575,4.0,"I like the weight of this sleep-sack better than the fleece ones I got at my shower.  Since the baby wears PJs underneath you don't need something thicker than this unless your house is really cold at night.It washes beautifully, but my son is tall (98th percentile), and by the time he was four months, the sleep sack length didn't provide much room for movement for him. If you have a tall baby, consider sizing up.",417,english,positive,417,76
3496,baby_0797,Baby Product,baby,baby_0797_rev_5808,2.0,"The pitcher is a great idea to save time while making a batch of bottles for the day, however it is too small. If you fill 32oz of water, and add powder, you need to mix very carefully in order to avoid making a mess. I spilled formula all over the counter several times. The way parts fit together also seem a little flimsy, not sure if it would last. Bought a Rubbermaid mixing pitcher instead that fits 2 quarts and is much bigger and feels sturdier.Rubbermaid Servin Saver White Mixing Pitcher 2 Qt.",503,english,negative,503,94
3497,baby_0798,Baby Product,baby,baby_0798_rev_8965,3.0,"Caveat: I didn't use this bag.  Returned it as soon as I received it just by looking at the capacity.The idea is great, but it certainly didn't have enough space.  The main compartment is too deep and it seemed like the bag would be way too bulgy once you put all the stuff in.  I think the bag could've been a bit wider and thicker to accommodate.  Twin+ moms, this is just not big enough for everything you need, unless you are just going out for a few hours.",461,english,neutral,461,89
3498,baby_0799,Baby Product,baby,baby_0799_rev_5996,3.0,"It's a pretty nice banana stroller, sturdier than others. Even though it becomes super skinny when folded it is long. The shade cover isn't big enough and the basket from under is a bit hard to reach because of the metal bars from the frame cross right in front of it.",268,english,neutral,268,51
3499,baby_0800,Baby Product,baby,baby_0800_rev_9973,3.0,"i like the convenience of these, but the adhesive part doesn't stay on as well as I would like. Im still trying to decide if I want to purchase them again. I've only used a few so far. But, the value of these is much better than the Pampers travel bibs.",253,english,neutral,253,51
3500,baby_0801,Baby Product,baby,baby_0801_rev_3756,4.0,My son is 5 Months old and seems to really enjoy these. he does not have any teeth yet so i am not having the same problems as others with the rubber falling off. He loves to be able to hold the product so easily.  He does try to turn it around and place the wrong end of the product in his mouth so the &#34;gaurd&#34; is not always benificial.,345,english,positive,345,70
3501,baby_0802,Baby Product,baby,baby_0802_rev_1039,3.0,We have two Britax car seats but this didn't work with either of them. What a bummer. I'd really like to find something similar.,128,english,neutral,128,24
3502,baby_0803,Baby Product,baby,baby_0803_rev_872,5.0,"Before my 3-year-old was born, I bought theBright Starts See & Play Auto Mirrorbecause I thought it was cute and didn't think that I would have this much trouble with baby mirrors for the car. For whatever reason, it just wouldn't hold steady on the center headrest in our 2011 Honda Odyssey. I even tried using other objects like foam pipe insulation to try and steady it, but nothing worked. I ended up donating it after my sister gave me her Fisher Price musical auto mirror, which is no longer available on Amazon. I can't remember if it wouldn't fit on the headrest or if it couldn't be situated properly, but I donated that, too, and just decided to live without a mirror.When I had my second baby last year, I decided I wanted a mirror. Even though I was a second-time mom, I still felt a little paranoid not being able to see him, and I found myself reaching back while driving to feel for his hand to check that he was ok when he was quiet. I also disliked not being able to see if he'd fallen asleep. I did a little research and was deciding between this mirror and a Britax one. I chose Brica over Britax due to price, reviews, and availability in a local store so that I could see it in person before I bought it. I never got a chance to install it in the Odyssey, but I recently installed it in our 2014 Volvo XC60. We are using it with a rear-facingBritax Boulevard 70-G3 Convertible Car Seat Seat, Onyxright behind the front passenger seat (so not in the middle). To install it, we put the baby in his car seat, and I sat in the driver's seat while my husband installed it.Pros:-Installation took all of about 15 seconds, and once we found a position that I liked, all my husband had to do was climb in the back of the car to tighten the mirror on the headrest. The only reason he had to do that was because our older son's car seat prevented him from accessing the middle of the back seat.-The mirror is so wide that I can easily see my baby's reflection really well both in my rear view mirror and directly from the driver's seat. My husband sat in the passenger seat and said that if he turned around and leaned over towards the driver's seat, he could see the baby's reflection, too.-The mirror is tall enough that it won't need any readjusting as my baby grows taller.-The mount is sturdy enough that the mirror doesn't shift when we hit bumps in the road.-The mount has multiple options for different types of cars, including those without center headrests.-I no longer reach back to check on my baby while driving, which is safer for everyone.Cons:-The mirror portion itself is a little cloudy (and remained so even after using a little Windex on it), but I guess that's what you get for not using actual glass due to safety. Honestly it's not even noticeable when you're sitting in the front seat looking at it. I can see my baby just fine.All in all, I'm very happy that I decided to research this out and came upon this mirror! I honestly have no real complaints!",2988,english,positive,2988,554
3503,baby_0804,Baby Product,baby,baby_0804_rev_5182,3.0,"PROSThis seat is reported to be very SAFE. Plus fabric is STYLISH.  It's EASY to use.  Easy to carry baby to/from car.  Easily snaps into stroller base (like Snap & Go).  And one of the deciding factors for me was that it's LIGHTER than many other infant carriers.CONSIt doesn't sit in any shopping cart baskets like Graco does, for example (though arguably that's never safe, so fine).  BABY GETS VERY HOT. On several trips in the car, baby has gotten so hot & has cried hysterically (this is a baby that rarely cries for anything).  I've had to pull over and remove baby from car seat to calm and found that baby was extremely hot and sweaty.  And traumatized.  Not a fun experience.  Especially since then I had to strap baby back in the seat to get home.Would not buy again.",778,english,neutral,778,141
3504,baby_0805,Baby Product,baby,baby_0805_rev_576,2.0,"My son was obsessed with toy story so these cups were a must for us!We have had them for 5 months. They do not leak, but the picture have totally worn off! I only handwash since we don't have a dishwasher so I am not sure if they were put in the dishwasher what would happen.Not worth the money.",295,english,negative,295,59
3505,baby_0806,Baby Product,baby,baby_0806_rev_6679,1.0,"We had a plastic mat underneath our high chair for the first two years for our daughter...  It was very useful, the only downside being that it wasn't that attractive and things sometimes got under it.  All in all it was fine and we replaced it because it was getting worn out, and we thought we would get something more attractive and fun.Enter the Splashmat - we put it under the high chair and gave it a go - but we expected it to be a little tougher and thicker so that we could move a chair on it without it bunching up, and that it would stay flat.  It does not stay flat -  Every time we pull the chair in and out it bunches up and wrinkles.  Though we can straighten it out, it requires constant attention and re-laying.  Not what we needed, and we have stopped using it and folded it away to use for picnics or as a beach throw, we guess.  It's pretty and probably would be good for that, but fails as a under table mat to keep things clean.",950,english,negative,950,186
3506,baby_0807,Baby Product,baby,baby_0807_rev_1965,3.0,"These bath toys aren't terrible, but they're not fantastic either. The squirt-y ones do squirt water really well, and I'm sure the sponge one would work well if I used it as a sponge, but they're a little cheaply made and not as cute as I had hoped. My son doesn't really play with them either.",294,english,neutral,294,56
3507,baby_0808,Baby Product,baby,baby_0808_rev_8895,5.0,"I could not live without this pillow while I was pregnant. I HATE sleeping on my back and mostly dislike sleeping on my side. I am a stomach sleeper and that ends with pregnancy! This pillow got me through it. Very supportive, doesn't lose its shape at all.",257,english,positive,257,48
3508,baby_0809,Baby Product,baby,baby_0809_rev_4761,4.0,"This was superb to start with...until it developed a fault. Picture was great, for the size of screen. Sound was stellar. We purchased this to keep an eye on our toddler and baby, who were sleeping in the same room. Since we were co sleeping with the baby (crib attached to our bed), and our toddler was sleeping in our bed, we were concerned that he might either disturb her while she was sleeping, or else try to play with her, put something (covers, pillow, etc) on her trying to &#34;help&#34; cover her, etc. We didn't want the safety risk involved with a toddler and baby with full access unsupervised. However, we held back from purchasing one of these initially, due to the cost. However, after 2 or 3 months of having to hop up and down literally every five minutes, until we knew they were both asleep, crossing the house back and forth each time, we decided it would be worth investing the money to just be able to glance up at the screen. This was really very good but after a month or two developed a fault, whereby the screen started going fuzzy - slowly - until it was just snow...it stopped working on the battery altogether, and then would only work when plugged in for about two hours before slowly phasing out into snow. I have a feeling that this may have just been a faulty item, individually, but we had to return it. We ended up changing the sleeping arrangements, slightly, and put the toddler in with the other kids, and he did just fine, so we didn't end up needing to purchase another one. I would highly recommend this or other products like it, if you want the peace of mind of being able to see and hear your children when not in the same room with them. The quality of this item was really good, and aside from developing the fault, would probably have lasted us many years. The touchscreen was ok. It could be better. For anyone used to the smooth perfection of high quality touchphones, this will be a definite step down, but for someone new to them, it will seem pretty amazing. It was not all that responsive, and you have to press pretty hard down and scroll to get it to do much, but we didn't purchase it for this feature, so it was fine.",2176,english,positive,2176,405
3509,baby_0810,Baby Product,baby,baby_0810_rev_6104,5.0,"This is needed to reduce gas n it works. I, love mine n its best if put all the way to the bottom n still with it as you press the power button. The only problem is that you will need batteries all tthe time",207,english,positive,207,45
3510,baby_0811,Baby Product,baby,baby_0811_rev_1761,2.0,it's not big enough to cover the chest area and too stiff. my baby keep wanting to pull them off,96,english,negative,96,20
3511,baby_0812,Baby Product,baby,baby_0812_rev_1345,3.0,"It might be a good idea to sterilize in such a container, but it is not that simple to fit and organize all the bottles and nipples in it. We found that we were not using this product often enough as it took time to gather things, put them in, sterilize, then wait until it cools then dry on a drying rack.........and we simply started to wash everything in a soapy water.",372,english,neutral,372,72
3512,baby_0813,Baby Product,baby,baby_0813_rev_4075,1.0,"My son didnt' take any out of the outlets only because he was not interested until he was 17 months old.  As soon as he was interested, it takes just a couple of seconds for him to pull it out.  They just do not push into the outlet flush enough.  Tehre is a gap between the cover and the outlet so he can pry his fingers under it and pull it out.  We do not even use the push tab to remove it....it is not needed.  We had to go to the more expensive sliding outlet covers.",473,english,negative,473,97
3513,baby_0814,Baby Product,baby,baby_0814_rev_8723,3.0,"I love Planet Wise bags.  I got this one to be my main wetbag.  It works very well and holds about 36 hours worth of diapers.  I only wash this bag once a week or if it gets smelly to prolong its life, but it still has a hole in the outer cotton layer.  It seems that the seam cam undone in one place and then the cotton started to fray.  I don't believe it got caught on anything, because I wash it inside out and hang to dry.  This is a very pretty print though!",464,english,neutral,464,96
3514,baby_0815,Baby Product,baby,baby_0815_rev_1768,2.0,"After reading many reviews, I ordered this bib to try to get to a point where we don't have to change our 8-month-old baby's clothes after every meal. It's not a bad bib, but it does not achieve that goal. On the good side of things, the bib tightly closes around the neck to protect against drips down the neck, it is easy to clean, and the pocket does stay open to catch mess as advertised.Unfortunately, in using it over the last couple weeks, we have discovered a few downsides. Our baby is tall for his age, and there is a gap between the bottom of the bib and his tray, and it seems like food and stains always get in this gap and mess up his clothes. Worst of all, our son likes to chew on the silicone material of the bib, and often does so. This means that anything in the pocket dumps all over his clothes, resulting in a terrible mess! So far we have still had to change his clothes after every meal using this product. I will keep looking for something else.",970,english,negative,970,187
3515,baby_0816,Baby Product,baby,baby_0816_rev_9355,3.0,I bought this mat about 8 months ago. We only use it randomly now. As others have said this things smells awful when you first get it and it stinks like that for a while! Worse than that is the fact that it really doesn't have that much traction.  Also the thing that has annoyed me most and the reason we don't use it nightly is due to the difficulty of keeping mold off of it. I'm sure this is probably what happens with any bath mat that has suction cups on bottom but it's a pain. I will say the Elmos are cute and haven't faded too much even with all the bleaching I have had to do to keep the mold off. Honestly I wouldn't really recommend this. I feel I might have been better off buying the traction stickers that just stick permanentely to the tub....probably safer and definitely would've been easier to clean.,820,english,neutral,820,157
3516,baby_0817,Baby Product,baby,baby_0817_rev_5883,5.0,"At about 15 months my son's diapers started leaking every night. I was frustrated but realized I needed to add absorbency. I'd previously been folding two flat diapers together to create a super bulky pad, but a third diaper wouldn't work. I ordered these doublers after reading the reviews here. I am so glad I did! When paired with the size two Thirsties Duo Wraps covers, the two flats plus this insert have meant leak free nights without too much more added bulk. I'm definitely a fan.",489,english,positive,489,87
3517,baby_0818,Baby Product,baby,baby_0818_rev_2444,2.0,"I'm not sure why, however my baby would cry everytime I brought her near this walker. We have wood floors with a rug and she was not able to move between the two. We tried for several months until she started walking and got rid of it. The walker does seem nice and well constructed.",283,english,negative,283,55
3518,baby_0819,Baby Product,baby,baby_0819_rev_59,2.0,"After buying this brand, Bumkins because it is so cute, I also did buy Kushies, Ikea and Frenchie long sleeve bibs. I have to say, this Bumkins is the one that is the cutest but the biggest disappointment. Unfortunately, the wrist elastic is so tight on my 10 month old that it leaves red indentations on his little arms. Also, the entire bib is stained yellow including the trim pieces and I do serve my little one the same foods with all the bibs, so this staining is unique to this bib.. I wash it with baby safe detergent and hang it dry after every use, and do use it once every other day, in a rotation with the other bibs. So it has been used about 15 times so far.They advertise it is stain proof, but really this one was not..CONS: It looks old and stained andmost importantly hurt my baby's wrists.Pros: does what it is supposed to, keep food off the baby and clothes.This one has the tie at the neck, which is fine but a little cumbersome with a little impatient baby to get fed.. You may want to stick with velcro for babies..I like the Kushies and the Frenchie's and the Ikea brand as they have held up well and have not left stains and those velcro at the neck which is much better for an infant.",1210,english,negative,1210,231
3519,baby_0820,Baby Product,baby,baby_0820_rev_9569,5.0,This is my baby's favorite toy and teether!,43,english,positive,43,8
3520,baby_0821,Baby Product,baby,baby_0821_rev_6633,3.0,"These are great spoons, but they are just a little to short to reach into a stage 2 baby food jar without getting food all over your hands. Perhaps that is not their intention, I'm not sure. Other than that, the spoons are very nice.",233,english,neutral,233,45
3521,baby_0822,Baby Product,baby,baby_0822_rev_6291,2.0,These have an awful smell so I decided to return them. I didn't want the baby breathing that in every night.,108,english,negative,108,21
3522,baby_0823,Baby Product,baby,baby_0823_rev_2752,5.0,SUper cute- it was a  gift and was very well received!  Went well with the rest of our owl-themed gift for the baby's forest friends themed nursery.,148,english,positive,148,27
3523,baby_0824,Baby Product,baby,baby_0824_rev_8421,5.0,"I don't know what I'd do without these storage cups! I love the tray the cups fit in because it allows me to store multiple cups in the fridge and freezer without cluttering the space. They also store 2-3 servings of food so I'm not constantly making more and they keep the food from getting freezer burnt. They are also microwavable, dishwasher safe, and super easy for travel which all make my life with an infant easier!",423,english,positive,423,77
3524,baby_0825,Baby Product,baby,baby_0825_rev_3808,5.0,My granddaughter likes to throw her sippy cup down when we are shopping. This is great for keeping it attached to the stroller or the shopping cart. Always close by and you don't have to worry about them throwing it out of basket or stroller and you don't realize it til later. Have lost several things that way before. Not now....,331,english,positive,331,61
3525,baby_0826,Baby Product,baby,baby_0826_rev_640,3.0,"Purchased this to finally have a bath toy that didn't take water into it somewhere to grow mold and bacteria. However, it is not that!  Be aware that the rings have holes and are intended to get water inside for little part to move.  Guess we'll use it for now and then toss it with all the others when the mold grows.  At least the rings are transparent so we can see it!",372,english,neutral,372,73
3526,baby_0827,Baby Product,baby,baby_0827_rev_5739,1.0,we bought it and used it once. what a waste of money! the middle part is too flat and my baby was uncomfortable with the bulky sides.,133,english,negative,133,27
3527,baby_0828,Baby Product,baby,baby_0828_rev_5349,2.0,Made in Ch.... It is not safe for kids as there are  negative feedback from inspectors. Toys were made of material with lead. I rather spend more money for  the one made in USA,176,english,negative,176,34
3528,baby_0829,Baby Product,baby,baby_0829_rev_1858,2.0,"I don't have a lot of milk supply and have been using the Medela electric pump for daily pumping needs. I purchased this product for occasional on the go pumping; however, this product does not work at all. I mean the pump is very loose.. probably can only extract those milk supply that is overflowing and does not require much force to be extracted. Pretty disappointed.",372,english,negative,372,66
3529,baby_0830,Baby Product,baby,baby_0830_rev_3336,2.0,"Yes, scratchy!  I was quite surprised by the rough texture of the top layer of the sheet.  It feels like very cheap, low thread count material, not nearly as soft as most bedsheets.  When my daugher used this sheet, she had a skin rash and started getting a bold spot on the back of her head.  It's possible, of course, that these were unrelated to the sheet.  However, both problems improved substantially when we removed it and put her on a softer, normal bed sheet.Also, I agree with another poster that this could be a dangerous product, especially if your baby is older and moves around her crib a lot.  There is no way to tuck the sides under, as with a regular sheet, so a baby could find her way under the sheet and suffocate.  Keep in mind, too, that undoing the snaps is very easy--so easy, a baby could do it!  The elastic bands connecting the sheet to the crib also make me nervous.  Could an older baby pinch or strangle herself in these?My daughter is now six months, and rolls around her crib.  I won't be regularly using this sheet anymore.  But, there is an upside.  This product is AMAZINGLY easy to use.  Snap, snap--that's it.  There is no lifting the mattress.  And it is waterproof underneath (unlike a certain zipper sheet, I could name), so in an emergency you don't have to worry about the mattress.  Recently, my daughter had a stomach virus, diarrhea everywhere.  To make matters worse, I caught it and was too light-headed to lift a 20lb crib mattress.  This sheet was perfect.",1505,english,negative,1505,270
3530,baby_0831,Baby Product,baby,baby_0831_rev_9703,4.0,"These straps are very simple, but they work!  I use them for a lot of different things.  They work to strap a toy to a shopping cart (I use a shopping cart cover that has little places to strap stuff on) They work to strap bags onto your stroller when shopping (Be careful not to get it too heavy that the stroller could topple over!) I use it to strap toys and pacis to my son's wrist during church so he doesn't drop them on the pew in front of us!  I use them to attach toys to the stroller tray.  I use them to attach toys to the highchair.  They are a great product.  I will say that after about 4 months of use one of the snaps broke off.  I don't think it is too big of a problem though, because the product is pretty inexpensive.",737,english,positive,737,148
3531,baby_0832,Baby Product,baby,baby_0832_rev_1023,2.0,"I loved the idea of having a cute animal alphabet for our jungle-themed nursery, but after having these decals up for only a few days, they started peeling and curling up at the corners. I had to get double-sides tape to secure some of them on the wall (some are still attached as well as when I first applied them). You can see through the sticker and see the tape, so now it's tacky looking, but our 2 month old doesn't care.Also, a skeleton fish for Xx? Really?",464,english,negative,464,88
3532,baby_0833,Baby Product,baby,baby_0833_rev_4248,1.0,you must adhere these to the glass for a full 48 hrs before you use them. we did that. followed the instructions precisely. and then what happened as soon as we tried to use them? they popped off the glass! they need a better adhesive to actually work.,252,english,negative,252,48
3533,baby_0834,Baby Product,baby,baby_0834_rev_3495,1.0,"We bought this to use as a trash can in our babies' room when they were a year old and starting to get into everything.  I figured if it is marketed as a diaper pail it must be able to handle simply trash!  I was wrong.  The pail is so light and flimsy that it flips over as soon as you hit the pedal with your foot.  Nor does it close tightly.  My kids were into it immediately, and we put this trash can in the trash a few days later.",436,english,negative,436,91
3534,baby_0835,Baby Product,baby,baby_0835_rev_4231,3.0,"This bed didn't come in the best condition; some of the pieces had marks and scratches on it, but since it was already my second bed I ordered, I was just thankful it didnt arrive cracked and kept it.  It was QUITE annoying to put together, it took me over an hour as there is nothing to hold the bottom slats in place.  However, now that its all together, it does look quite cute.  I'm a little concerned that the bed rails are a little too short in height and length, but time will tell.",489,english,neutral,489,95
3535,baby_0836,Baby Product,baby,baby_0836_rev_2427,5.0,No more chasing down sippys/bottles!!! Well until my oldest learned how to unstrap it but from the time she was 4mo-1yr it was nice not having to search for her sippys/bottles.,176,english,positive,176,31
3536,baby_0837,Baby Product,baby,baby_0837_rev_9708,5.0,"This was actually my first purchased of Aden + Anais, the price was a little high but I said to myself let's try it! It worked just fine, better than other bibs I owned in the past! Couldn't ask for anything else. After seeing how well they sustained their shape and colors I ordered I second set and I was not disappointed! Aden + Anais products are just worth the money.",372,english,positive,372,71
3537,baby_0838,Baby Product,baby,baby_0838_rev_9281,2.0,"The dispenser pack is nice, but these liners have a tendency to fold in on themselves.  Folding a prefold with a wiggly baby doesn't leave me with enough hands to constantly straighten out a diaper liner as well.  If you can get them into place, they do the job.  But, there are other brands that are easier to work with and more economical as well.",349,english,negative,349,65
3538,baby_0839,Baby Product,baby,baby_0839_rev_5047,3.0,"I bought this cup for my 9 month old to help him transition from a bottle to a cup. He would appear to be sucking on the spout, but losing interest very quickly and the liquid wasn't going down. I decided to try it for myself and realized that you have to bite the spout while you sucked. This proved to be too difficult for a baby just transitioning from a bottle (which you do not need to bite). I've put this cup away for later use, when he is a bit older and used to drinking from a spout as opposed to a nipple.",516,english,neutral,516,105
3539,baby_0840,Baby Product,baby,baby_0840_rev_5953,1.0,Didn't sit in well with our crib at all and it just looks strange and it's so thin that I don't see the purpose really,118,english,negative,118,25
3540,baby_0841,Baby Product,baby,baby_0841_rev_2862,5.0,"This has been my 4 month old's favorite toy for a couple of weeks now. Nice and bright, love the matching exercise.",115,english,positive,115,22
3541,baby_0842,Baby Product,baby,baby_0842_rev_575,5.0,"This thing is great.  It tracks well, it rolls smooth, it holds our little girl snuggly and it lets us get out and about well.It is a fixed wheel, we took it for a walk and it's a little hard to steer, that's because this thing is born to run.  It runs like a gazelle.  No problems at all there.  If you're a runner, my wife and I are, you want this jogger.There is some wind resistance, but there are features that can help with that.  It has a &#34;blow through&#34; design that can be closed with a flap.  We have had a few joggers, this one rolls the easiest.It folds up pretty well, it would be hard to travel with it, but it takes up relatively little space in the garage.Worth every penny.",696,english,positive,696,134
3542,baby_0843,Baby Product,baby,baby_0843_rev_9353,3.0,"The Graco Pack 'N Play Playard is ""relative easy"" to put together. It is not easy enough that my Mother could figure it out, but I was able to. Although it is not too difficult to figure out how to put the playard together, it takes some time to do it. So this is not something I would be able to break down and take to Grandma's house everyday.While I love the idea of the reversible napper and changer, I find that it does not work well. First, the height at which the change is so low, that I have to lean over a lot to change my dear son's diaper. I am about 5' 6"" and I found my back hurting after just a couple diaper changes. Second, when you flip over the changer/napper, the napper sits at a higher position than the changer. This makes no sense to me as you would want the changer higher to protect your back during diaper changes, and the napper to be lower just in case your baby wakes up learns to turn (and accidentally off the napper) for the first time when your not around.One feature I do like is that the bottom platform can be raised. This allows the baby, before he can stand, to lay/nap in the playard. Then when the baby is old enough to stand, you lower the platform to the bottom of the playard as a playpen.The three positions where you can put your baby, napper, raised platform, lower platform, allow this playard to be used from birth to toddler. However I just found that napper/changer didn't really work for me. Currently my son naps using the raised platform and I can see him as a toddler in the lower platform.PROS:You can raise/lower platform to work with the age of the babyIt can be stored in a compact carrying caseCONS:The changer is too low to prevent back aches while changing a diaperIt takes some time to break down/put together the playard",1784,english,neutral,1784,335
3543,baby_0844,Baby Product,baby,baby_0844_rev_2422,3.0,This is OK for baby. Hard to put baby in and out of it. Keeps baby entertained for little while.,96,english,neutral,96,20
3544,baby_0845,Baby Product,baby,baby_0845_rev_9215,3.0,"My kids had a lot of stuffed animals floating all over. I used the chain to hang them next to their bunk bed. It definately keeps them contained and out of the way, however it seems the toys easily fall off and the hooks are kind of a pain (more of an annoyance) to have to keep hooking back on. But, I would buy it again.",322,english,neutral,322,66
3545,baby_0846,Baby Product,baby,baby_0846_rev_5523,3.0,"I purchased two of these locks nearly two years ago, one for our pantry door and one for the laundry room door.  Our pantry door opens outward so we didn't have any issue with that lock and it has worked fine.  The laundry room door opens inward and therefore the door frame got in the way of installing the lock.  My husband was deployed at the time and I was going insane trying to keep my then 1-year old from pushing every button on the washer and dryer all day long (throwing fits whenever I pulled him away), so I chiseled away about 1/4"" of the door frame in order to install the lock.  It has since worn the wood down to a smooth finish, popped off, and left a thin layer of adhesive tape on the door that I get to deal with now.  So, it worked, but not without some difficulty on my part and damage to the door.Although I haven't yet tried to remove the adhesive and I can't tell you how difficult it is to remove (I'm guessing it will take some good scraping and lots of Goo Gone), I would recommend this lock only for door knobs that don't have an adjacent door frame to deal with.  It seems these were poorly designed as they are too bulky to fit.",1159,english,neutral,1159,225
3546,baby_0847,Baby Product,baby,baby_0847_rev_5270,1.0,"i purchased these cups and they are supposed to not leak (like all kids cups). well....they did leak...alot. if you turn the lid too tight, it will leak. if you turn it not tight enough...it will leak. Needless to say...they are garbage.",237,english,negative,237,42
3547,baby_0848,Baby Product,baby,baby_0848_rev_4999,3.0,"Not meant for deep mattresses, but it goes over tightly and is very snug.  Looks like a Marine's bed when on, which is a good thing, but man, it's a butt to put on and take off.",177,english,neutral,177,37
3548,baby_0849,Baby Product,baby,baby_0849_rev_8667,2.0,Does the job...... but made in China.,37,english,negative,37,7
3549,baby_0850,Baby Product,baby,baby_0850_rev_1372,3.0,"I'm not upset or overly thrilled with the soothie pacifiers. Both of my children have not cared for them but they are solid material, easy to find, and don't leave a ring around their mouths if they use them for awhile.",219,english,neutral,219,41
3550,baby_0851,Baby Product,baby,baby_0851_rev_2741,5.0,"It stays on for a good amount of time and front facing light illuminates the crib well without disturbing the baby. I'm not convinced the ceiling light makes a significant difference to the baby's mood. If anything, it distracts the baby and keeps her from sleeping at times.",275,english,positive,275,48
3551,baby_0852,Baby Product,baby,baby_0852_rev_5685,2.0,"Sorry, but these are very flimsy, and my daughter goes through them in minutes.  I would not purchase again, not worth the mula.",128,english,negative,128,23
3552,baby_0853,Baby Product,baby,baby_0853_rev_4014,1.0,"I had bought this for my son when he was a few months old.  We lived in an apartment complex on the second floor, so it was crazy to drag him and teh stroller down stairs.  I had bought this to make our daily walk to the mailboxes easy.  It worked great at first.  When he turned 4 months old I had problems.  I was packing the car to go on a trip with him in it.  IT was TOO tight around his stomach that he spit up in teh back of our SUV.  With him in it I couldn't even put two fingers between him and the carrier.  Never used it since",538,english,negative,538,113
3553,baby_0854,Baby Product,baby,baby_0854_rev_7189,3.0,"I wish this fit my daughter but I could never get a good, snug fit on her. I ended up never using it because it would not fit around her legs well. The inside is nice and soft and I love the color but the fit didn't work for my particular baby.",244,english,neutral,244,52
3554,baby_0855,Baby Product,baby,baby_0855_rev_3291,4.0,"i'm using the Bob for day hikes and trails in our neighborhood since we live in a hilly area with dirt roads and bumpy terrain. so far the bob has been an amazing stroller for these purposes. the suspension over the rough terrain is really smooth and its super easy to handle.the reason we aren't using it as our main shopping/about town stroller yet,is  when you are using the infant car seat adapter you have to remove it from the stroller each time you take it in and out of the car. it's also much heavier and wider then our other stroller and it didn't come with a drink cup and car key holder.  you have to purchase these items separately.for trips to the store/around town i'm using a Graco snap and go stroller with my infant car seat.  It's lighter weight and easier to take in and out of the car then the Bob.  it has a large size bottom basket for the diaper bag and it comes with a drink cup holder and place to store your keys.  as our baby gets older and can sit front facing in the stroller i'm curious to see if we will need to get another stroller or if i can transition to using the Bob full time.",1115,english,positive,1115,216
3555,baby_0856,Baby Product,baby,baby_0856_rev_7197,3.0,"Just an FYI - the music only lasts 10-15 seconds at a time.  So if you are looking for a toy to play longer that YOU don't have to keep pushing, try a different toy bar.  It might be better for older babies that can press the music for themselves.",247,english,neutral,247,50
3556,baby_0857,Baby Product,baby,baby_0857_rev_2925,3.0,"For the price, I was a little disappointed that this felt and looked kind of flimsy.  Nonetheless, I figure if it does what it says, nice, right?  However, the friend I gave it to admitted that it's gone pretty much unused - she always has an extra pacifier in her bag, and she just throws the other one in the side pocket to be put in the dishwasher at home.  I can understand once I look at it - like another reviewer mentioned, it can't be used on its side (like just activated and thrown in the diaper bag).  Because it has to be on a level surface, it's not really that great for using ""on the go"" unless you have time to wait - like at a coffee shop or restaurant, friend's house, etc.  According to my pal, those trips require so much packing anyway that an extra binky is a must, making this a little inconvenient.  I think if it could be used in a more portable manner, it'd be more useful.",899,english,neutral,899,174
3557,baby_0858,Baby Product,baby,baby_0858_rev_8672,2.0,"We've been using a Summer Infant Day & Night Handheld Color Video Monitor 1.8"" Screen and were quite happy with its performance when set up close to baby's bed, but when we mounted the camera in a corner to get a view of the whole bedroom (baby is now toddler), it just wasn't sufficient.When we finally decided to upgrade with Baby #2 on the way (thought it was a good time to get a system that could support multiple cameras and had a larger viewing screen), we initially decided on the Samsung Wireless Video Security Monitoring System w/ 3.5"" LCD after doing some research. Picture quality during daytime viewing was fine (not great), but the night vision was dismal (the screen was mostly black and we couldn't really see anything at all). We did not test the camera at close range -- this was only mounted in the corner, near the ceiling, about 10 ft. away from toddler in his bed. Also, even with the camera sensitivity set to the highest possible, we could not get the monitor to engage when ""asleep"" when there was noise in the toddler's room (as it was supposed to do). The stand on the monitor was poorly designed, and we found the controls to be somewhat cumbersome.Because night vision was one of our #1 priorities and the Samsung failed there, we returned the Samsung in favor of the Summer Infant BabyTouch, though it was considerably more expensive. We now love the Summer. Not only does it support up to 4 different cameras (like the Samsung), but the cameras MOVE (have the ability to pan around the room). Night vision is amazing, even mounted in the same spot as we had the Samsung (about 10 feet away from our target). Daytime picture is also pretty good. If you're expecting to get TV quality out of a baby monitor, you're not going to find it, and this unit does not have it (neither does the Samsung). But you can certainly see what you need to see. The controls are easy and intuitive, and the touch screen is great. We love that you can turn the video portion off to conserve battery, but still have continuous audio (unlike the Samsung). Video turns on and off with a single button touch. The camera silently pans around the room as well using controls on the touch screen, which the Samsung does not do.If night vision at varying distances is important to you, then the Summer BabyTouch is going to suit your needs better than this Samsung unit. All in all, the Summer is also just easier to use and was worth the extra cost over the Samsung.",2470,english,negative,2470,448
3558,baby_0859,Baby Product,baby,baby_0859_rev_8860,3.0,"While this is a great idea for a swaddle (and super cute), the velcro could not stand up to my sons' constant fidgeting. Still glad I tried it, but it just didn't work for us. The size was as expected.",201,english,neutral,201,40
