review_id,text,language,rating,sentiment,product_category,text_clean_classique,text_clean_light
mpg843761_rev_3,Pas efficace.,FRENCH,3.0,neutral,Sports & Loisirs,pa efficace,pas efficace.
64163097_rev_4,Super machine,FRENCH,5.0,positive,"Maison, cuisine & bureau",super machine,super machine
mpg1469060_rev_5,"Avec cette machine, une bonne tasse de café et ses variantes est servie bien chaude. Malheureusement les capsules originales de Nestlé se font rare. Mais d'autres marques viennent combler ke vide.",FRENCH,3.0,neutral,"Maison, cuisine & bureau",avec cette machine une bonne tasse de café et s variantes est servie bien chaude malheureusement le capsule originales de nestlé se font rare mais dautres marque viennent combler ke vide,"avec cette machine, une bonne tasse de café et ses variantes est servie bien chaude. malheureusement les capsules originales de nestlé se font rare. mais d'autres marques viennent combler ke vide."
mpg73701_rev_3,La 2eme commande  n'a pas la même qualité que la 1er et elle ne passe pas avec d'autre articles,FRENCH,2.0,negative,Sports & Loisirs,la eme commande na pa la même qualité que la er et elle ne passe pa avec dautre article,la 2eme commande n'a pas la même qualité que la 1er et elle ne passe pas avec d'autre articles
mpg1351162_rev_3,Bon produit en général,FRENCH,3.0,neutral,"Maison, cuisine & bureau",bon produit en général,bon produit en général
mpg46159_rev_5,Fragile,FRENCH,3.0,neutral,Sports & Loisirs,fragile,fragile
29015221_rev_6,Moulinex est mieux,FRENCH,1.0,negative,"Maison, cuisine & bureau",moulinex est mieux,moulinex est mieux
62091910_rev_5,"C'est un gros glaçon tous simple, j'ai reçu les 2 comme indiquer, je les utilises pour un bon moment, des mois je crois et sont les mêmes rien n'a changer .",FRENCH,4.0,positive,Sports & Loisirs,cest un gros glaçon tous simple jai reçu le comme indiquer je le utilises pour un bon moment de mois je crois et sont le mêmes rien na changer,"c'est un gros glaçon tous simple, j'ai reçu les 2 comme indiquer, je les utilises pour un bon moment, des mois je crois et sont les mêmes rien n'a changer ."
mpg1352966_rev_4,j'aime ça,FRENCH,3.0,neutral,TV & HIGH TECH,jaime ça,j'aime ça
62879137_rev_3,Nulle,FRENCH,1.0,negative,TV & HIGH TECH,nulle,nulle
66308799_rev_5,Bon article,FRENCH,2.0,negative,"Maison, cuisine & bureau",bon article,bon article
61942486_rev_3,C'est une vulgaire imitation de la vraie télécommande Samsung. Je ne recommande pas,FRENCH,1.0,negative,TV & HIGH TECH,cest une vulgaire imitation de la vraie télécommande samsung je ne recommande pa,c'est une vulgaire imitation de la vraie télécommande samsung. je ne recommande pas
mpg1398968_rev_3,Ça March pas du touuu,FRENCH,1.0,negative,TV & HIGH TECH,ça march pa du touuu,ça march pas du touuu
18574341_rev_6,"Identique à sa description, au images
Je le recommande",FRENCH,5.0,positive,"Maison, cuisine & bureau",identique à sa description au image je le recommande,"identique à sa description, au images je le recommande"
37934532_rev_3,Trop petit (les photos suggerent le contraire) et led trop forte et non difusees ce qui cree enormement de reflects,FRENCH,2.0,negative,TV & HIGH TECH,trop petit le photo suggerent le contraire et led trop forte et non difusees ce qui cree enormement de reflects,trop petit (les photos suggerent le contraire) et led trop forte et non difusees ce qui cree enormement de reflects
53823858_rev_3,Aspire très mal,FRENCH,1.0,negative,"Maison, cuisine & bureau",aspire très mal,aspire très mal
64922783_rev_5,Elle est foutue à la première chute,FRENCH,1.0,negative,TV & HIGH TECH,elle est foutue à la première chute,elle est foutue à la première chute
64142811_rev_3,mauvais produit,FRENCH,1.0,negative,Sports & Loisirs,mauvais produit,mauvais produit
65880996_rev_3,Rapport qualité,FRENCH,5.0,positive,"Maison, cuisine & bureau",rapport qualité,rapport qualité
65099348_rev_3,Bonne qualite,FRENCH,5.0,positive,"Maison, cuisine & bureau",bonne qualite,bonne qualite
mpg1352966_rev_4,j'aime ça,FRENCH,3.0,neutral,TV & HIGH TECH,jaime ça,j'aime ça
mpg1469060_rev_5,"Avec cette machine, une bonne tasse de café et ses variantes est servie bien chaude. Malheureusement les capsules originales de Nestlé se font rare. Mais d'autres marques viennent combler ke vide.",FRENCH,3.0,neutral,"Maison, cuisine & bureau",avec cette machine une bonne tasse de café et s variantes est servie bien chaude malheureusement le capsule originales de nestlé se font rare mais dautres marque viennent combler ke vide,"avec cette machine, une bonne tasse de café et ses variantes est servie bien chaude. malheureusement les capsules originales de nestlé se font rare. mais d'autres marques viennent combler ke vide."
mpg875665_rev_5,Produit bien emballé. Bonne qualité,FRENCH,5.0,positive,Sports & Loisirs,produit bien emballé bonne qualité,produit bien emballé. bonne qualité
67236474_rev_3,Compression ? Pas vraiment. La matière et l'élasticité est trop légère pour compresser quoi que ce soit,FRENCH,3.0,neutral,Sports & Loisirs,compression pa vraiment la matière et lélasticité est trop légère pour compresser quoi que ce soit,compression ? pas vraiment. la matière et l'élasticité est trop légère pour compresser quoi que ce soit
64549668_rev_5,Bon produit je le recommande,FRENCH,5.0,positive,Sports & Loisirs,bon produit je le recommande,bon produit je le recommande
67226768_rev_5,Fais des gaufres plates....,FRENCH,3.0,neutral,"Maison, cuisine & bureau",fais de gaufres plate,fais des gaufres plates....
66383548_rev_3,Chauffe rapidement,FRENCH,5.0,positive,"Maison, cuisine & bureau",chauffe rapidement,chauffe rapidement
66565050_rev_3,"Très mauvaise affaire,  touches réagissent aléatoirement",FRENCH,1.0,negative,TV & HIGH TECH,très mauvaise affaire touch réagissent aléatoirement,"très mauvaise affaire, touches réagissent aléatoirement"
mpg1544739_rev_4,Très bon produit à conseiller surtout le son,FRENCH,5.0,positive,TV & HIGH TECH,très bon produit à conseiller surtout le son,très bon produit à conseiller surtout le son
mpg1398157_rev_3,"Le produit fonctionnait très bien au début, mais après un moment il a commencé à emettre un bruit dérangeant.",FRENCH,2.0,negative,"Maison, cuisine & bureau",le produit fonctionnait très bien au début mais après un moment il commencé à emettre un bruit dérangeant,"le produit fonctionnait très bien au début, mais après un moment il a commencé à emettre un bruit dérangeant."
25705075_rev_3,"Fonctionne au début, puis noir et blanc. J'ai essayé de changer PAL/NTSC mais rien. A éviter.",FRENCH,1.0,negative,Informatique,fonctionne au début puis noir et blanc jai essayé de changer palntsc mais rien éviter,"fonctionne au début, puis noir et blanc. j'ai essayé de changer pal/ntsc mais rien. a éviter."
mpg1351162_rev_3,Bon produit en général,FRENCH,3.0,neutral,"Maison, cuisine & bureau",bon produit en général,bon produit en général
67364004_rev_3,Bon,FRENCH,3.0,neutral,"Maison, cuisine & bureau",bon,bon
62988362_rev_4,Capacité de la batterie par rapport à la puissance de la lampe torche est inadéquate.,FRENCH,3.0,neutral,Sports & Loisirs,capacité de la batterie par rapport à la puissance de la lampe torche est inadéquate,capacité de la batterie par rapport à la puissance de la lampe torche est inadéquate.
66278633_rev_4,Vraiment merci suis trop contente ????,FRENCH,4.0,positive,TV & HIGH TECH,vraiment merci suis trop contente,vraiment merci suis trop contente ????
65760041_rev_3,"J'aime bien le designe et la torche est d'une très bonne qualité !! Je me perds juste quand je veux l'allumer dans le noir je dois toujours chercher l'emplacement du bouton.
Sinon très bon produit.",FRENCH,5.0,positive,Sports & Loisirs,jaime bien le designe et la torche est dune très bonne qualité je perds juste quand je veux lallumer dans le noir je doi toujours chercher lemplacement du bouton sinon très bon produit,j'aime bien le designe et la torche est d'une très bonne qualité !! je me perds juste quand je veux l'allumer dans le noir je dois toujours chercher l'emplacement du bouton. sinon très bon produit.
65582792_rev_3,Produit ca marche pas mauvais produit service jumia pour refund ne pas satisfait,FRENCH,1.0,negative,TV & HIGH TECH,produit ca marche pa mauvais produit service jumia pour refund ne pa satisfait,produit ca marche pas mauvais produit service jumia pour refund ne pas satisfait
67217856_rev_3,Qualité ????????????,FRENCH,1.0,negative,TV & HIGH TECH,qualité,qualité ????????????
50632521_rev_5,Grand bonne mesures mais sans support,FRENCH,3.0,neutral,TV & HIGH TECH,grand bonne mesures mais sans support,grand bonne mesures mais sans support
65626509_rev_3,Oui,FRENCH,5.0,positive,Sports & Loisirs,oui,oui
64231347_rev_4,Télécommande qui fonctionne bien et à petit prix,FRENCH,5.0,positive,TV & HIGH TECH,télécommande qui fonctionne bien et à petit prix,télécommande qui fonctionne bien et à petit prix
60840048_rev_4,Il n'est pas assez puissant,FRENCH,3.0,neutral,"Maison, cuisine & bureau",il nest pa assez puissant,il n'est pas assez puissant
mpg1173293_rev_3,Je confirmer il est assez solide pr soulever un micro onde et conforme à la photo,FRENCH,5.0,positive,TV & HIGH TECH,je confirmer il est assez solide pr soulever un micro onde et conforme à la photo,je confirmer il est assez solide pr soulever un micro onde et conforme à la photo
35903368_rev_5,Non opérationnel,FRENCH,1.0,negative,TV & HIGH TECH,non opérationnel,non opérationnel
40800726_rev_4,Lumière faible,FRENCH,3.0,neutral,TV & HIGH TECH,lumière faible,lumière faible
mpg1544853_rev_5,Très bon Produit,FRENCH,5.0,positive,TV & HIGH TECH,très bon produit,très bon produit
66155074_rev_4,Il est bon pour les enfants seulement,FRENCH,2.0,negative,Sports & Loisirs,il est bon pour le enfants seulement,il est bon pour les enfants seulement
64142811_rev_3,mauvais produit,FRENCH,1.0,negative,Sports & Loisirs,mauvais produit,mauvais produit
66566734_rev_4,Impossible de monter les roues qui se détachent sans arrêt. Du coup ça n'est pas très pratique. Heureusement il aspire!,FRENCH,3.0,neutral,"Maison, cuisine & bureau",impossible de monter le roue qui se détachent sans arrêt du coup ça nest pa très pratique heureusement il aspire,impossible de monter les roues qui se détachent sans arrêt. du coup ça n'est pas très pratique. heureusement il aspire!
62526471_rev_3,Ps mal,FRENCH,2.0,negative,Sports & Loisirs,p mal,ps mal
32464387_rev_4,Vraiment utile,FRENCH,5.0,positive,"Maison, cuisine & bureau",vraiment utile,vraiment utile
37307672_rev_4,Pas du tout solide,FRENCH,3.0,neutral,TV & HIGH TECH,pa du tout solide,pas du tout solide
41570626_rev_4,Ca manquait la petite carte son,FRENCH,3.0,neutral,TV & HIGH TECH,ca manquait la petite carte son,ca manquait la petite carte son
mpg1146244_rev_5,"Bon Rapport qualité prix, mais pas top :)",FRENCH,3.0,neutral,Sports & Loisirs,bon rapport qualité prix mais pa top,"bon rapport qualité prix, mais pas top :)"
64188438_rev_3,Qualité zéro. Le mode nuit nexiste pas.,FRENCH,1.0,negative,TV & HIGH TECH,qualité zéro le mode nuit nexiste pa,qualité zéro. le mode nuit nexiste pas.
66565167_rev_3,"A éviter pour les télévisions de grande taille. 
Parfait pour les petites tailles moins de 40.",FRENCH,3.0,neutral,TV & HIGH TECH,éviter pour le télévisions de grande taille parfait pour le petite tailles moins de,a éviter pour les télévisions de grande taille. parfait pour les petites tailles moins de 40.
66266173_rev_3,top de top,FRENCH,5.0,positive,"Maison, cuisine & bureau",top de top,top de top
47893582_rev_3,Comme décrit merci jumia,FRENCH,5.0,positive,TV & HIGH TECH,comme décrit merci jumia,comme décrit merci jumia
66027477_rev_5,Bien,FRENCH,4.0,positive,"Maison, cuisine & bureau",bien,bien
60840048_rev_4,Il n'est pas assez puissant,FRENCH,3.0,neutral,"Maison, cuisine & bureau",il nest pa assez puissant,il n'est pas assez puissant
mpg46159_rev_5,Fragile,FRENCH,3.0,neutral,Sports & Loisirs,fragile,fragile
mpg915335_rev_4,"Bof, pas terrible comme article, lumière peu intense",FRENCH,3.0,neutral,TV & HIGH TECH,bof pa terrible comme article lumière peu intense,"bof, pas terrible comme article, lumière peu intense"
mpg928600_rev_3,Trop leger pr garder la cadence,FRENCH,3.0,neutral,Sports & Loisirs,trop leger pr garder la cadence,trop leger pr garder la cadence
mpg1469608_rev_4,Pas mal,FRENCH,4.0,positive,Sports & Loisirs,pa mal,pas mal
67179550_rev_3,"Fonctionne bien avec Android 14, TNT, images HD.
En gros c'est bon rapport qualité/prix",FRENCH,5.0,positive,TV & HIGH TECH,fonctionne bien avec android tnt image hd en gros cest bon rapport qualitéprix,"fonctionne bien avec android 14, tnt, images hd. en gros c'est bon rapport qualité/prix"
65761997_rev_3,Couleur pales,FRENCH,1.0,negative,TV & HIGH TECH,couleur pale,couleur pales
62174329_rev_4,Marche bien,FRENCH,4.0,positive,"Maison, cuisine & bureau",marche bien,marche bien
63242247_rev_3,J'apprecie le produit. C'est juste que la livraison a prit assez de temps.,FRENCH,5.0,positive,"Maison, cuisine & bureau",japprecie le produit cest juste que la livraison prit assez de temp,j'apprecie le produit. c'est juste que la livraison a prit assez de temps.
mpg923468_rev_5,"Un peu fragile et moyennement stable, uniquement destiné aux débutants.",FRENCH,2.0,negative,TV & HIGH TECH,un peu fragile et moyennement stable uniquement destiné aux débutants,"un peu fragile et moyennement stable, uniquement destiné aux débutants."
mpg1524612_rev_4,"La caméra est très claire, suit n'importe quel mouvement.options très interessantes.",FRENCH,5.0,positive,TV & HIGH TECH,la caméra est très claire suit nimporte quel mouvementoptions très interessantes,"la caméra est très claire, suit n'importe quel mouvement.options très interessantes."
66968648_rev_4,La lentille a griller après seulement quelques mois tâche jaunes sur l'image pas de netflix si possible prendre une meilleure qualité,FRENCH,2.0,negative,TV & HIGH TECH,la lentille griller après seulement quelques mois tâche jaunes sur limage pa de netflix si possible prendre une meilleure qualité,la lentille a griller après seulement quelques mois tâche jaunes sur l'image pas de netflix si possible prendre une meilleure qualité
mpg1324111_rev_5,Zwin mais livré dans un emballage défectueux (Carton déchiré). Merci à jumia de remédier au problème d'emballage pour que la qualité d'article soit au niveau souhaité.,FRENCH,3.0,neutral,TV & HIGH TECH,zwin mais livré dans un emballage défectueux carton déchiré merci à jumia de remédier au problème demballage pour que la qualité darticle soit au niveau souhaité,zwin mais livré dans un emballage défectueux (carton déchiré). merci à jumia de remédier au problème d'emballage pour que la qualité d'article soit au niveau souhaité.
mpg957548_rev_5,Compatible avec ma tv. Pas mal. Seul souci pour moi c’est le support qui tient l’écran qui n’est pas très solide. Mais je suis en général satisfait.,FRENCH,4.0,positive,TV & HIGH TECH,compatible avec tv pa mal seul souci pour moi c est le support qui tient l écran qui n est pa très solide mais je suis en général satisfait,compatible avec ma tv. pas mal. seul souci pour moi c’est le support qui tient l’écran qui n’est pas très solide. mais je suis en général satisfait.
65767349_rev_4,Pas encore testé mais semble bien,FRENCH,4.0,positive,"Maison, cuisine & bureau",pa encore testé mais semble bien,pas encore testé mais semble bien
mpg90555_rev_4,Mauvaise qualité ????????????????????,FRENCH,1.0,negative,TV & HIGH TECH,mauvaise qualité,mauvaise qualité ????????????????????
67139786_rev_3,"Meilleur rapport qualité/prix sur le marché 
Je recommande vivement",FRENCH,5.0,positive,TV & HIGH TECH,meilleur rapport qualitéprix sur le marché je recommande vivement,meilleur rapport qualité/prix sur le marché je recommande vivement
64549668_rev_4,Même taille que 2L pas de différence,FRENCH,1.0,negative,Sports & Loisirs,même taille que l pa de différence,même taille que 2l pas de différence
66566810_rev_4,Pour le prix il fait l'affaire,FRENCH,3.0,neutral,"Maison, cuisine & bureau",pour le prix il fait laffaire,pour le prix il fait l'affaire
mpg1469060_rev_5,"Avec cette machine, une bonne tasse de café et ses variantes est servie bien chaude. Malheureusement les capsules originales de Nestlé se font rare. Mais d'autres marques viennent combler ke vide.",FRENCH,3.0,neutral,"Maison, cuisine & bureau",avec cette machine une bonne tasse de café et s variantes est servie bien chaude malheureusement le capsule originales de nestlé se font rare mais dautres marque viennent combler ke vide,"avec cette machine, une bonne tasse de café et ses variantes est servie bien chaude. malheureusement les capsules originales de nestlé se font rare. mais d'autres marques viennent combler ke vide."
mpg915335_rev_4,"Bof, pas terrible comme article, lumière peu intense",FRENCH,3.0,neutral,TV & HIGH TECH,bof pa terrible comme article lumière peu intense,"bof, pas terrible comme article, lumière peu intense"
mpg1128105_rev_4,si elle vient aussi avec adaptateur mini sd c mieux,FRENCH,3.0,neutral,TV & HIGH TECH,si elle vient aussi avec adaptateur mini sd c mieux,si elle vient aussi avec adaptateur mini sd c mieux
48364547_rev_5,Nylon.... pas intressant,FRENCH,3.0,neutral,Sports & Loisirs,nylon pa intressant,nylon.... pas intressant
66151905_rev_4,après seulement quelques semaines d'utilisation la gaine extérieure tissée a commencé a se détacher de la tête de branchement usb-c et a exposer les fil intérieur,FRENCH,1.0,negative,TV & HIGH TECH,après seulement quelques semaines dutilisation la gaine extérieure tissée commencé se détacher de la tête de branchement usbc et exposer le fil intérieur,après seulement quelques semaines d'utilisation la gaine extérieure tissée a commencé a se détacher de la tête de branchement usb-c et a exposer les fil intérieur
mpg1478056_rev_3,Pas aussi robuste mais il peut faire l'affaire,FRENCH,3.0,neutral,TV & HIGH TECH,pa aussi robuste mais il peut faire laffaire,pas aussi robuste mais il peut faire l'affaire
mpg48416_rev_5,Article très utile,FRENCH,5.0,positive,TV & HIGH TECH,article très utile,article très utile
58898197_rev_3,"Pas waaaw , car tu dois refaire et refaire pour s’approcher du résultats souhaité",FRENCH,3.0,neutral,"Maison, cuisine & bureau",pa waaaw car tu doi refaire et refaire pour approcher du résultats souhaité,"pas waaaw , car tu dois refaire et refaire pour s’approcher du résultats souhaité"
62807295_rev_3,Très bon airfryer,FRENCH,5.0,positive,"Maison, cuisine & bureau",très bon airfryer,très bon airfryer
63523557_rev_3,Au début tout fonctionnait bien mais au bout de 3 semaines l’accélérateur reste coincé,FRENCH,3.0,neutral,Sports & Loisirs,au début tout fonctionnait bien mais au bout de semaines l accélérateur reste coincé,au début tout fonctionnait bien mais au bout de 3 semaines l’accélérateur reste coincé
67204916_rev_3,J’aime bien qualité top,FRENCH,5.0,positive,"Maison, cuisine & bureau",j aime bien qualité top,j’aime bien qualité top
64579872_rev_4,Bon produit,FRENCH,4.0,positive,"Maison, cuisine & bureau",bon produit,bon produit
64694205_rev_6,L’image projetée est floue et déformée !,FRENCH,2.0,negative,TV & HIGH TECH,l image projetée est floue et déformée,l’image projetée est floue et déformée !
59847018_rev_3,Tbaarkalah pour l'instant il fait le taf !,FRENCH,5.0,positive,"Maison, cuisine & bureau",tbaarkalah pour linstant il fait le taf,tbaarkalah pour l'instant il fait le taf !
66565167_rev_3,"A éviter pour les télévisions de grande taille. 
Parfait pour les petites tailles moins de 40.",FRENCH,3.0,neutral,TV & HIGH TECH,éviter pour le télévisions de grande taille parfait pour le petite tailles moins de,a éviter pour les télévisions de grande taille. parfait pour les petites tailles moins de 40.
67228364_rev_3,N'accepte pas les puces prépayées. Nécessite des puces type abonnement. Problème APN non détecté,FRENCH,3.0,neutral,TV & HIGH TECH,naccepte pa le puce prépayées nécessite de puce type abonnement problème apn non détecté,n'accepte pas les puces prépayées. nécessite des puces type abonnement. problème apn non détecté
62501396_rev_3,Tres fragiles et qualité de plastique tres basse,FRENCH,1.0,negative,TV & HIGH TECH,tres fragiles et qualité de plastique tres basse,tres fragiles et qualité de plastique tres basse
mpg90555_rev_3,Le support est robuste si vous ne voulez pas qu'il soit très haut. Le souci c que ce n'est pas du tout pratique pour des cameras lourds. ça tiendra pas du tout le coups. mais le prix parle de lui-meme. pour les trucs légers c bien.,FRENCH,3.0,neutral,TV & HIGH TECH,le support est robuste si vous ne voulez pa quil soit très haut le souci c que ce nest pa du tout pratique pour de camera lourds ça tiendra pa du tout le coup mais le prix parle de luimeme pour le trucs légers c bien,le support est robuste si vous ne voulez pas qu'il soit très haut. le souci c que ce n'est pas du tout pratique pour des cameras lourds. ça tiendra pas du tout le coups. mais le prix parle de lui-meme. pour les trucs légers c bien.
64549668_rev_4,Même taille que 2L pas de différence,FRENCH,1.0,negative,Sports & Loisirs,même taille que l pa de différence,même taille que 2l pas de différence
18574341_rev_5,Pratique,FRENCH,5.0,positive,"Maison, cuisine & bureau",pratique,pratique
65603595_rev_4,"Je n'ai pas été livré du produit que j'ai commandé et le remboursement de ma commande n'a toujours pas été effectuée depuis 28 jours ... 
Le service client est médiocre !!!!",FRENCH,1.0,negative,TV & HIGH TECH,je nai pa été livré du produit que jai commandé et le remboursement de commande na toujours pa été effectuée depuis jours le service client est médiocre,je n'ai pas été livré du produit que j'ai commandé et le remboursement de ma commande n'a toujours pas été effectuée depuis 28 jours ... le service client est médiocre !!!!
47422409_rev_4,"J’ai commandé un pack comprenant un projecteur, un support et un écran de projection. L’ensemble est très pratique, et le support, en particulier, s’est révélé simple d’utilisation, ce qui a grandement amélioré la qualité de l’expérience de projection.",FRENCH,5.0,positive,TV & HIGH TECH,j ai commandé un pack comprenant un projecteur un support et un écran de projection l ensemble est très pratique et le support en particulier est révélé simple utilisation ce qui grandement amélioré la qualité de l expérience de projection,"j’ai commandé un pack comprenant un projecteur, un support et un écran de projection. l’ensemble est très pratique, et le support, en particulier, s’est révélé simple d’utilisation, ce qui a grandement amélioré la qualité de l’expérience de projection."
65029886_rev_4,Un bon produit,FRENCH,5.0,positive,TV & HIGH TECH,un bon produit,un bon produit
mpg947936_rev_5,deja casse apres 2 semaines,FRENCH,3.0,neutral,TV & HIGH TECH,deja casse apres semaines,deja casse apres 2 semaines
mpg77329_rev_4,Mauvaise qualité,FRENCH,1.0,negative,TV & HIGH TECH,mauvaise qualité,mauvaise qualité
62988362_rev_4,Capacité de la batterie par rapport à la puissance de la lampe torche est inadéquate.,FRENCH,3.0,neutral,Sports & Loisirs,capacité de la batterie par rapport à la puissance de la lampe torche est inadéquate,capacité de la batterie par rapport à la puissance de la lampe torche est inadéquate.
mpg1399528_rev_3,"Produit correct.
Malheureusement, les roues de sont détachées environ 6mois après achat. Elles sont à l’extérieur du compartiment « aspiration » ce qui les rends vulnérables.
Je ne recommande pas du tout cet article à ce prix pour une utilisation si courte.",FRENCH,2.0,negative,"Maison, cuisine & bureau",produit correct malheureusement le roue de sont détachées environ mois après achat elles sont à l extérieur du compartiment aspiration ce qui le rends vulnérables je ne recommande pa du tout cet article à ce prix pour une utilisation si courte,"produit correct. malheureusement, les roues de sont détachées environ 6mois après achat. elles sont à l’extérieur du compartiment « aspiration » ce qui les rends vulnérables. je ne recommande pas du tout cet article à ce prix pour une utilisation si courte."
67038792_rev_3,Emballage  propre et l’article fonctionne très bien,FRENCH,5.0,positive,"Maison, cuisine & bureau",emballage propre et l article fonctionne très bien,emballage propre et l’article fonctionne très bien
63579372_rev_4,Bien fait l affaire...,FRENCH,5.0,positive,Sports & Loisirs,bien fait l affaire,bien fait l affaire...
48359761_rev_5,J'aurais aimé que la radio soit vendue avec sa clé usb... car difficulté à trouver une clé usb compatible,FRENCH,3.0,neutral,TV & HIGH TECH,jaurais aimé que la radio soit vendue avec sa clé usb car difficulté à trouver une clé usb compatible,j'aurais aimé que la radio soit vendue avec sa clé usb... car difficulté à trouver une clé usb compatible
64922783_rev_4,J’ai beau essayer de la faire fonctionner et appliquer a la lettre les consignes pour quelle ce couple avec ma box xiaomi mais hélas non,FRENCH,1.0,negative,TV & HIGH TECH,j ai beau essayer de la faire fonctionner et appliquer la lettre le consignes pour quelle ce couple avec box xiaomi mais hélas non,j’ai beau essayer de la faire fonctionner et appliquer a la lettre les consignes pour quelle ce couple avec ma box xiaomi mais hélas non
49640024_rev_3,Pas mal,FRENCH,2.0,negative,Sports & Loisirs,pa mal,pas mal
67236474_rev_3,Compression ? Pas vraiment. La matière et l'élasticité est trop légère pour compresser quoi que ce soit,FRENCH,3.0,neutral,Sports & Loisirs,compression pa vraiment la matière et lélasticité est trop légère pour compresser quoi que ce soit,compression ? pas vraiment. la matière et l'élasticité est trop légère pour compresser quoi que ce soit
mpg1351162_rev_3,Bon produit en général,FRENCH,3.0,neutral,"Maison, cuisine & bureau",bon produit en général,bon produit en général
65320593_rev_5,Il fonctionne bien mais la main du robot ne colle pas bien avec le mixeur ni le batteur il faut tenir les deux avec les deux mains et ce n’est pas pratique,FRENCH,3.0,neutral,"Maison, cuisine & bureau",il fonctionne bien mais la main du robot ne colle pa bien avec le mixeur ni le batteur il faut tenir le deux avec le deux main et ce n est pa pratique,il fonctionne bien mais la main du robot ne colle pas bien avec le mixeur ni le batteur il faut tenir les deux avec les deux mains et ce n’est pas pratique
65766983_rev_4,Très pratique et vous aidera sûrement à aller vite,FRENCH,5.0,positive,"Maison, cuisine & bureau",très pratique et vous aidera sûrement à aller vite,très pratique et vous aidera sûrement à aller vite
62091910_rev_6,Produit reçu  à la livraison est complètement différent  du produit que j ai commendé ! Je suis complètement déçu,FRENCH,3.0,neutral,Sports & Loisirs,produit reçu à la livraison est complètement différent du produit que j ai commendé je suis complètement déçu,produit reçu à la livraison est complètement différent du produit que j ai commendé ! je suis complètement déçu
mpg92932_rev_6,"Un peu fragile, mais très bien pour son prix",FRENCH,3.0,neutral,TV & HIGH TECH,un peu fragile mais très bien pour son prix,"un peu fragile, mais très bien pour son prix"
65774067_rev_4,Mauvaise vision,FRENCH,2.0,negative,Sports & Loisirs,mauvaise vision,mauvaise vision
66565075_rev_3,Pas mal,FRENCH,3.0,neutral,Sports & Loisirs,pa mal,pas mal
41570626_rev_4,Ca manquait la petite carte son,FRENCH,3.0,neutral,TV & HIGH TECH,ca manquait la petite carte son,ca manquait la petite carte son
29015221_rev_6,Moulinex est mieux,FRENCH,1.0,negative,"Maison, cuisine & bureau",moulinex est mieux,moulinex est mieux
63949403_rev_5,Compteur cassé,FRENCH,3.0,neutral,Sports & Loisirs,compteur cassé,compteur cassé
mpg871075_rev_6,BRODUIT DE QUALITE,FRENCH,5.0,positive,Vêtements & Chaussures,broduit de qualite,broduit de qualite
66566734_rev_4,Impossible de monter les roues qui se détachent sans arrêt. Du coup ça n'est pas très pratique. Heureusement il aspire!,FRENCH,3.0,neutral,"Maison, cuisine & bureau",impossible de monter le roue qui se détachent sans arrêt du coup ça nest pa très pratique heureusement il aspire,impossible de monter les roues qui se détachent sans arrêt. du coup ça n'est pas très pratique. heureusement il aspire!
65695418_rev_3,Bonne produit,FRENCH,5.0,positive,"Maison, cuisine & bureau",bonne produit,bonne produit
mpg1141377_rev_4,Pas mal,FRENCH,3.0,neutral,Sports & Loisirs,pa mal,pas mal
mpg843761_rev_3,Pas efficace.,FRENCH,3.0,neutral,Sports & Loisirs,pa efficace,pas efficace.
66528326_rev_3,Beaucoup plus petite qu’il le fallait,FRENCH,3.0,neutral,Sports & Loisirs,beaucoup plus petite qu il le fallait,beaucoup plus petite qu’il le fallait
64427929_rev_4,Sa puissance et efficacité,FRENCH,5.0,positive,"Maison, cuisine & bureau",sa puissance et efficacité,sa puissance et efficacité
mpg1446597_rev_3,"Très satisfaite pour ses multiples usages et accessoires.
Le seul inconvénient est que certains accessoires ne passent pas au lave vaisselle.",FRENCH,5.0,positive,"Maison, cuisine & bureau",très satisfaite pour s multiple usage et accessoires le seul inconvénient est que certains accessoires ne passent pa au lave vaisselle,très satisfaite pour ses multiples usages et accessoires. le seul inconvénient est que certains accessoires ne passent pas au lave vaisselle.
mpg1146244_rev_5,"Bon Rapport qualité prix, mais pas top :)",FRENCH,3.0,neutral,Sports & Loisirs,bon rapport qualité prix mais pa top,"bon rapport qualité prix, mais pas top :)"
54437381_rev_3,Batteur top,FRENCH,5.0,positive,"Maison, cuisine & bureau",batteur top,batteur top
mpg90555_rev_4,Mauvaise qualité ????????????????????,FRENCH,1.0,negative,TV & HIGH TECH,mauvaise qualité,mauvaise qualité ????????????????????
64221659_rev_5,"Le produit est défectueux, on a changé plusieurs fois les piles, on a essayé sur plusieurs télé mais aucun signal",FRENCH,1.0,negative,TV & HIGH TECH,le produit est défectueux changé plusieurs fois le pile essayé sur plusieurs télé mais aucun signal,"le produit est défectueux, on a changé plusieurs fois les piles, on a essayé sur plusieurs télé mais aucun signal"
mpg1398156_rev_4,Je ne suis pas satisfaite de mon achat du tout il a déjà un bouton qui ne marche pas,FRENCH,1.0,negative,"Maison, cuisine & bureau",je ne suis pa satisfaite de mon achat du tout il déjà un bouton qui ne marche pa,je ne suis pas satisfaite de mon achat du tout il a déjà un bouton qui ne marche pas
